LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
260000,2,1,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290000,1,2,1,38,1,2,0,0,0,0,296437,192441,194158,197590,187134,180887,25,10013,9526,6549,6373,6781,0
270000,2,1,1,37,0,0,0,0,0,0,264,264,1191,3691,3445,56264,264,1191,3691,3445,56264,953,1
500000,2,1,2,27,0,0,0,0,0,0,73798,74781,75559,76426,56197,42998,4794,5560,2426,3521,1641,913,0
400000,2,2,1,39,0,2,0,0,0,0,58126,10446,5299,8841,18612,6115,31,5316,8858,18769,6115,11000,0
160000,2,3,3,36,0,0,0,0,0,0,9330,31745,22829,6000,6000,0,31745,1049,6000,6000,0,4345,0
360000,2,2,1,40,0,0,0,0,0,0,352583,343476,279728,264189,271688,288740,10461,10212,8000,10000,20000,10000,0
230000,1,2,2,34,0,0,0,0,0,0,151778,152966,157188,158490,161456,164677,5556,7200,5820,6100,6500,5100,0
210000,2,1,1,39,0,0,0,0,0,0,5907,2615,1220,5357,4160,0,2637,1220,5357,4160,0,0,0
180000,2,1,1,38,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0
360000,2,2,2,33,0,0,0,0,0,0,5344,9852,5137,4912,1150,0,9860,8537,4912,0,0,9294,0
50000,1,3,1,41,5,4,3,2,0,0,54090,52955,51847,50307,27707,28479,0,0,0,0,974,31100,1
190000,2,3,2,24,0,0,0,0,0,0,54186,55466,57358,10890,287,49983,2000,2700,1100,287,49696,2000,0
60000,1,3,2,52,0,0,0,0,0,0,22460,23592,24665,26305,23756,25353,1500,1500,2000,1500,2000,2000,0
200000,2,3,1,42,0,0,0,0,0,0,858,1406,3673,0,150,609,1406,3673,0,150,609,939,0
200000,2,1,1,38,0,0,0,0,0,0,5221,6875,5129,14997,2996,5525,6877,5129,17653,2996,6143,3538,0
500000,1,1,2,35,0,0,0,0,0,0,1369,6138,20424,7840,846,790,4769,19629,157,0,790,860,0
210000,2,1,2,42,0,0,0,0,0,0,4131,24255,7838,7139,-320,-320,24255,7862,7146,0,0,32000,0
180000,2,1,2,29,0,0,0,0,0,0,10447,18006,4815,10060,49264,5983,18006,5860,11470,49613,5983,7133,0
30000,1,3,1,48,0,0,0,0,0,0,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,0
350000,2,2,1,44,0,0,0,0,0,0,110472,100849,5800,369718,2000,5910,100957,5800,371718,2180,5910,6000,0
180000,2,1,2,35,0,0,0,0,0,0,7210,370,8479,792,3826,1997,370,8875,792,3826,1997,396,0
210000,1,1,1,52,0,0,0,0,0,0,44933,38542,39332,11140,8463,10406,1793,8242,12000,8534,11000,7500,0
160000,1,2,2,36,0,0,0,0,0,0,836,836,1672,836,836,836,836,1672,0,836,836,836,0
500000,2,2,1,41,0,0,0,0,0,0,131720,103746,91805,76152,62783,44422,3900,3200,2766,2100,1703,1092,0
170000,2,1,2,37,0,0,0,0,0,0,49699,32301,74152,38579,77819,47975,32305,74198,38804,66000,40970,25156,0
20000,2,2,2,22,2,2,2,2,0,0,5743,7487,8114,7835,8605,10948,2000,900,0,900,2500,0,1
170000,2,1,2,31,0,0,0,0,0,0,199,199,199,398,199,199,199,199,398,0,199,398,1
220000,2,1,2,27,0,0,0,0,0,0,471,5261,16436,16071,96,480,5272,17571,0,0,549,0,0
200000,2,1,1,32,0,0,0,0,0,0,6540,17288,3009,20311,15643,5696,17301,3009,26257,15643,5696,12149,0
170000,2,2,1,36,0,0,0,0,0,0,813,2080,5425,115,505,1012,2085,5425,115,505,1012,1560,0
230000,2,1,2,32,0,0,0,0,0,0,195409,203432,180786,95445,63048,99961,21844,14105,21124,2520,50961,2670,0
500000,1,1,1,58,0,0,0,0,0,0,7285,28390,13138,6653,7081,4651,28730,14587,28,7114,4672,3114,0
210000,1,2,1,44,1,2,0,0,0,0,236136,220847,216703,206635,96240,88040,0,9400,5000,2000,1800,10000,0
10000,1,2,2,21,0,0,0,0,0,0,7985,8677,9070,8880,9580,9000,1217,1000,200,700,200,0,0
270000,1,4,2,39,1,0,0,0,0,0,0,10193,69553,18607,0,0,10193,70213,19008,399,0,0,0
300000,2,1,1,31,0,0,0,0,0,0,147277,149893,152529,152882,113347,114554,7000,7000,6000,4084,4056,4300,0
180000,2,4,1,44,0,0,0,0,0,0,20916,0,850,0,6881,10340,0,850,0,6881,10340,182,0
200000,1,2,2,27,0,0,0,0,0,0,137266,137888,136545,116549,109622,111113,5212,5065,4005,3900,4003,4306,0
200000,2,2,2,36,0,0,0,0,0,0,694,2695,660,2315,1290,5745,2721,660,2315,1290,5745,0,1
200000,2,1,2,31,0,0,0,0,0,0,38635,41031,45929,48661,49723,50896,3031,5929,3500,2000,2000,11028,0
400000,2,1,1,44,4,3,2,0,0,0,278863,275153,269528,269278,269278,1976,0,0,150,0,3355,5688,1
70000,2,3,3,51,0,0,0,0,0,0,32485,30527,13407,13643,12722,13515,1267,1191,427,957,1000,14001,0
450000,1,1,1,43,2,2,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0
360000,1,2,1,38,0,0,0,0,0,0,1288,2508,2500,0,0,0,2520,2500,0,0,0,0,0
280000,1,1,2,33,0,0,0,0,0,0,275487,207378,107293,6283,5783,5283,8879,4743,1640,0,0,0,0
180000,2,2,2,33,1,0,0,0,0,0,5931,2294,900,0,0,0,2294,900,0,0,0,788,0
240000,2,2,1,53,0,0,0,0,2,0,135322,100522,84626,76205,46771,35207,4531,3728,3612,0,1100,2000,0
280000,2,3,1,50,0,0,0,0,0,0,0,0,0,679,3047,5742,0,0,679,3047,5742,440,0
200000,2,1,1,31,0,0,0,0,0,0,1203,0,0,0,5032,0,0,0,0,5032,0,0,0
180000,2,1,2,34,0,0,0,0,0,0,-20,50664,3200,2990,12280,56020,50684,3200,2990,12280,56020,5450,0
220000,1,2,2,30,0,0,0,0,0,0,91210,91093,76832,66879,55495,43369,4000,3000,2271,2009,1469,2000,0
250000,1,1,2,36,0,0,0,0,0,0,143200,146391,91714,88397,90312,92456,7000,3500,3100,3200,3500,3500,0
240000,2,2,2,37,0,0,0,0,0,0,280110,281104,286048,369693,243198,243498,10000,15002,9000,10000,8600,8500,0
120000,2,2,1,36,0,0,0,0,0,0,326,0,652,326,326,476,0,978,0,326,476,326,0
180000,1,2,2,34,1,0,0,0,0,0,149172,100466,98458,89384,88315,84320,4600,4207,3500,4000,5000,602,1
350000,2,2,2,35,0,0,0,0,0,0,314309,313673,322806,328616,278858,281692,13000,15074,20353,10040,15000,10000,0
230000,2,3,1,37,0,0,0,0,0,0,228342,189966,142377,143828,143698,143342,6100,7000,5356,5400,5200,5500,0
250000,1,1,2,33,0,3,2,0,0,0,441,441,81,1540,3088,5680,0,0,5000,3088,3000,0,1
230000,2,4,1,42,0,0,0,0,0,0,390,390,390,390,240,930,390,390,390,240,1080,0,0
50000,1,3,2,41,0,0,0,0,0,0,15502,14446,10339,10766,10945,11214,1500,1500,600,500,600,500,0
180000,2,2,2,29,0,0,0,0,0,0,122024,123228,120339,122743,124893,126390,4500,4300,4200,4487,4087,3700,0
500000,1,1,1,49,0,0,0,0,0,0,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,0
30000,1,1,2,24,0,0,0,0,0,0,11080,-202,-202,-202,-202,7571,0,0,0,0,7844,235,0
320000,2,1,2,31,0,0,0,0,0,0,1345,5458,9572,3826,737,3865,5458,9579,3826,737,3865,300,0
180000,1,1,2,27,0,0,0,0,0,0,3210,13852,6482,3246,2016,2334,12000,5004,1000,1000,2300,3000,0
220000,2,1,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,1,3,1,50,2,0,0,0,0,0,655,1182,1076,696,1012,530,1076,1076,0,1012,530,696,1
400000,2,2,2,32,0,0,0,0,0,0,234779,240496,247813,253726,258120,10002,5784,7395,7506,6000,2000,2000,0
200000,2,1,2,32,0,0,0,0,0,0,261,1715,281,1105,354,-2,1723,282,1110,390,0,0,0
320000,1,1,2,31,0,0,0,0,0,0,1391,48556,49210,50052,53325,53765,50006,3011,4000,4019,5000,3065,0
480000,1,1,1,43,0,0,0,0,0,0,377420,389573,400693,393892,348733,331930,20000,20000,20005,15000,15000,12000,0
730000,1,2,1,37,0,0,0,0,0,0,70309,61991,49082,26873,514114,499100,20000,14023,9035,528897,22005,15000,0
320000,1,1,2,29,0,0,0,0,0,0,225892,209493,170336,173806,177425,181003,9429,6189,6309,6510,6600,6395,0
220000,2,2,1,35,0,0,0,0,0,0,41259,37465,39494,16842,0,8419,2000,3000,1160,1000,0,1000,0
250000,1,1,1,32,0,0,0,0,0,0,207,4907,6833,8766,9539,9779,4907,2000,2000,1000,319,247,0
200000,1,1,2,28,0,0,0,0,0,0,972,-1,-1,299,299,293,0,0,300,300,294,0,0
500000,2,4,1,32,0,0,0,0,0,0,33647,482,9034,64346,5988,16890,486,9041,64988,6000,16899,14028,0
200000,2,1,1,37,0,0,0,0,0,0,74418,3251,86800,84144,83699,121930,3251,86804,1820,29000,71439,2738,0
420000,1,1,2,35,0,0,0,0,0,0,413076,414013,417086,348345,287150,261219,15048,16078,12638,50700,20014,10127,0
200000,2,2,2,24,0,0,0,0,0,0,19326,20330,21362,22000,2000,950,1330,1362,1000,2000,950,0,0
180000,2,2,1,44,0,0,0,0,0,0,816,803,2599,0,2311,2194,803,2800,0,2311,2542,236,0
310000,2,1,1,33,0,0,0,0,0,0,115,894,0,0,0,0,894,0,0,0,0,0,1
210000,2,1,2,29,0,0,0,0,0,0,18662,6220,199,0,10024,-18,6224,199,200,10024,0,0,0
340000,1,2,1,48,0,0,0,0,0,0,73627,75052,76022,76402,75356,76237,3870,3819,2823,2876,2853,2863,0
500000,2,1,2,42,0,0,0,0,0,0,237066,171440,177859,159518,186563,168083,20000,50000,10000,50000,20000,50000,0
180000,1,1,2,36,0,0,0,0,0,0,0,0,0,0,680,34704,0,0,0,680,34704,700,0
210000,2,2,2,30,0,0,0,0,0,0,184705,188235,193694,178664,149612,151226,7000,9057,6507,9808,6000,5500,0
240000,1,2,2,31,0,0,0,0,0,0,231467,231619,234261,231597,42209,26348,8500,9358,5104,864,527,0,1
210000,1,2,2,25,0,0,0,0,0,0,96518,35523,34809,25199,25395,25692,1681,1409,886,912,1035,900,0
200000,2,1,2,45,0,0,0,0,0,0,2377,221,0,0,0,0,221,0,0,0,0,0,0
310000,1,1,2,38,0,0,0,0,0,0,995,988,993,993,1495,995,993,1005,1000,1502,1000,1000,0
180000,2,2,1,44,0,0,0,0,0,0,108,131,550,99,0,0,131,550,99,0,0,0,0
500000,1,1,1,43,0,0,2,0,0,0,14132,35814,20089,28077,132588,115442,35820,18,28077,132588,28500,20000,0
220000,2,1,2,30,0,0,0,0,0,0,6391,2383,1496,5199,20718,12428,2402,1503,5233,20828,12490,1601,0
310000,1,2,1,32,0,0,0,0,0,2,11416,15864,18599,21277,25896,25354,5000,3000,3000,5000,0,1000,0
300000,2,1,2,28,0,0,2,0,0,0,24763,33484,31501,32678,36147,40503,10700,0,2000,4000,5000,0,0
300000,2,3,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
280000,1,4,2,26,0,0,0,0,0,0,688,2384,696,696,1392,696,2400,696,696,1392,0,696,0
230000,2,2,2,30,0,0,0,0,0,0,74664,63540,66131,58430,72617,66787,3000,10000,10000,20145,11745,686,0
180000,2,2,1,33,0,0,0,0,0,0,47050,49282,50159,51336,54332,56249,3000,2000,2011,4000,3000,3000,0
280000,1,1,1,31,0,0,0,0,0,0,235461,196894,168463,149816,128721,130406,8900,8100,7200,5000,5000,4700,0
380000,2,1,2,30,0,0,0,0,0,0,-81,-303,32475,32891,33564,34056,223,33178,1171,1197,1250,5000,0
300000,2,1,2,39,0,0,0,0,0,0,2019,-1,-1,-1,-1,-1,1,0,0,0,0,2774,1
280000,1,2,2,30,0,0,0,0,0,0,261602,267238,273951,262720,130384,102181,10000,11075,8972,5182,10000,4000,0
180000,1,2,1,47,0,0,0,0,0,0,179253,95170,97338,99694,65977,67415,3700,3700,4100,2360,2500,2618,0
400000,2,1,2,39,0,0,0,0,0,0,404924,359634,360270,325340,328627,329948,13521,12374,11643,11868,18000,15000,0
200000,2,1,2,30,0,0,0,0,0,0,74961,69702,63210,57098,46455,38265,2513,1656,5000,20000,15000,14000,0
180000,2,3,1,32,0,0,0,0,0,0,166,1484,2526,3452,3522,4909,1484,1074,1000,70,1387,28,0
280000,2,1,1,36,0,0,0,0,0,0,157424,161596,166680,170691,14988,16776,6000,6500,6000,1000,2000,2012,0
200000,2,1,1,64,0,0,0,0,0,0,2035,1261,69048,3352,1992,1176,1261,69054,2000,0,1176,11099,1
230000,2,1,2,38,0,0,0,0,0,0,224020,227311,184500,128190,130883,133504,8750,7470,4540,4710,4750,4900,0
420000,2,2,1,40,0,0,0,0,2,0,101873,99516,99873,100361,90052,89112,3517,3537,6810,0,2764,3500,0
490000,2,1,1,37,1,2,0,0,0,0,18961,11232,19173,20400,27979,27622,0,9173,5400,7979,7622,0,0
360000,1,1,1,39,0,0,0,0,0,0,396,396,396,396,396,846,396,396,396,396,846,396,0
280000,1,2,1,33,0,0,0,0,0,0,22331,22341,23359,23647,-1353,93696,1371,1389,1175,0,95049,3308,0
410000,2,2,1,50,0,0,0,0,0,0,249152,246659,248934,246011,240845,213767,9000,11000,10000,7500,8000,8000,0
360000,1,1,2,40,0,0,0,0,0,0,3457,1997,5115,3295,222,2854,2020,5115,3295,222,2862,2129,0
200000,2,1,2,40,0,0,0,0,0,0,132563,135202,137111,137121,139343,141859,4841,5047,4922,4926,5105,5500,0
180000,2,2,1,27,2,2,0,0,0,0,186895,167768,125879,119283,117515,109499,0,6000,3663,3700,3400,2771,1
210000,2,2,2,43,0,0,0,0,0,0,180962,181870,159975,138349,112371,111979,6601,5085,4087,4220,27704,73000,0
630000,2,1,2,29,0,0,0,0,0,0,497106,497921,490093,435019,329476,338557,15868,12371,26454,8510,11039,5390,1
340000,1,1,1,49,0,0,0,0,0,2,1960,1052,6730,1346,3684,745,1228,7270,2000,4325,0,11271,0
480000,1,2,1,39,0,0,0,0,0,0,398380,394515,393648,330221,296004,279768,20091,25370,15203,12013,12013,10135,0
180000,1,2,2,29,0,0,0,0,0,0,175773,179866,173007,168743,172275,176861,6059,5653,6488,5138,6313,4754,0
200000,1,1,2,30,1,2,2,2,2,2,182499,184632,180260,192260,187714,195702,6600,0,15000,0,11013,5549,1
180000,1,2,1,42,0,0,0,0,0,0,27884,28958,29864,30632,31274,32144,1526,1432,1200,1072,1326,704,1
240000,2,1,2,29,0,2,2,0,0,0,3126,3126,626,626,776,783,626,626,626,776,783,1252,0
200000,2,1,1,30,1,0,0,0,0,0,0,0,0,0,0,5659,0,0,0,0,5659,0,0
200000,2,3,1,55,2,2,3,2,2,2,159017,162697,163143,161906,165807,169599,9159,4842,3000,8000,7000,3000,0
200000,2,1,2,32,0,0,0,0,0,0,34500,10706,3835,12559,6764,7700,36659,3835,12559,6764,7700,4,0
350000,2,1,1,30,0,0,0,0,0,0,43548,39873,52449,53581,45320,43421,15000,15000,6000,1013,1445,5000,0
240000,2,1,2,28,0,0,0,0,0,0,8451,1419,37307,1086,1494,7724,1419,37307,1086,1494,7724,1101,0
130000,2,2,1,29,1,2,2,2,2,2,85342,88063,89895,87577,93136,91551,5000,4100,0,7000,0,7200,0
360000,1,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,2,1,2,25,1,2,3,2,3,2,133797,144095,140383,146531,142795,136981,14000,0,10000,0,0,5100,1
170000,2,2,1,43,0,0,0,0,0,0,78429,81991,81688,100841,23528,32579,5000,3000,20000,5000,10000,10000,0
360000,1,3,1,54,0,0,0,0,0,0,16230,-200,0,0,69000,2500,0,200,0,69000,2500,0,0
450000,1,2,1,43,0,0,0,0,0,0,104485,92993,80647,67875,58328,252696,6000,4000,4000,7000,215000,3000,0
500000,2,2,1,36,0,0,0,0,0,0,-1,229,504,24125,19611,3100,230,625,24246,19709,3117,62754,0
500000,2,2,2,43,0,0,0,0,0,0,374776,26890,12866,162415,122430,188547,27024,12930,162434,123042,188715,200284,0
210000,1,1,1,35,0,0,0,0,0,0,205,0,775,0,0,635,0,775,0,0,635,0,0
330000,1,1,1,61,0,0,0,0,0,0,14897,19364,906,2342,1702,882,19364,906,2342,1702,882,1940,0
200000,2,1,2,59,0,0,0,0,0,0,180887,166921,155945,109271,36753,78079,10000,30000,7,7000,73000,700,0
240000,2,1,2,35,0,0,0,0,0,0,86508,86596,87475,89253,91128,127950,3583,2768,2817,2928,37950,4303,0
290000,2,1,2,26,0,0,0,0,0,0,32126,10823,5248,32307,28492,1799,10884,5275,32563,29143,1809,11384,0
200000,2,1,2,28,0,0,0,0,0,0,106519,107255,111522,114171,115777,118749,4000,6000,6000,5000,5000,11500,0
230000,2,2,2,30,0,2,0,0,0,0,2374,2165,2154,1966,1966,1966,0,2154,1966,1966,1966,177,1
410000,1,2,2,30,0,0,0,0,0,0,7011,9173,7259,8430,5130,5064,9222,8036,8542,5155,5089,18270,0
210000,1,2,2,52,0,0,0,0,0,0,5649,5398,435,18950,6804,59999,5425,437,19053,6838,59999,214,0
300000,1,2,2,29,0,0,0,0,0,0,49833,49831,51818,50244,49484,53472,5000,5000,5000,5000,5000,5000,0
230000,2,1,2,33,0,0,0,0,0,0,5869,11556,156,2403,1546,7915,11556,156,2403,1546,7915,0,0
380000,2,2,1,39,0,0,0,0,0,0,307388,280090,249018,252496,253331,238051,12936,9190,9000,8100,8100,8000,0
290000,2,1,2,34,0,0,0,0,0,0,21849,9318,7964,10335,12000,13463,1500,2016,5000,2000,1463,3365,0
260000,2,1,2,31,0,0,0,0,0,0,180891,165412,108223,108860,80757,79073,8250,5500,5000,3500,3000,4000,0
460000,2,1,2,34,1,0,0,0,0,0,-258,-258,-258,1209,703,990,0,0,1467,703,990,3200,0
500000,1,2,2,28,0,0,0,0,0,0,24677,28287,32988,21579,26674,28697,7013,8071,3013,8012,5019,2006,0
200000,2,1,1,35,0,0,0,0,0,0,9918,10971,11817,17865,18239,14527,1219,1165,7865,592,807,679,0
480000,1,2,1,44,0,0,0,0,0,0,29112,43015,17223,10127,8416,14658,43111,17223,10135,8416,14658,27350,0
260000,2,2,1,33,0,0,0,0,0,0,112501,110395,112288,113388,114128,117005,4000,5550,5600,4100,4700,11002,0
200000,1,2,2,33,0,0,0,0,0,0,154000,155392,76667,151434,49407,51636,5000,5000,88300,5000,3000,2000,1
160000,1,1,1,41,0,0,0,0,0,0,53935,57997,-3,-3,2987,1993,5000,0,0,2990,6,2409,0
390000,2,2,2,28,0,0,0,0,0,0,19081,1170,6512,14122,7894,3927,1170,6512,14122,0,3927,200,0
50000,1,1,1,24,0,0,0,0,0,0,47734,47025,48102,48612,49465,50299,1763,1840,1751,1717,1773,1845,0
320000,2,2,1,41,0,0,0,0,0,0,49846,53811,38717,35409,35036,35939,5000,2000,2000,3000,3000,1500,0
180000,2,2,2,33,0,0,0,0,0,0,153833,153648,145440,140057,132260,110427,7107,5002,4470,4620,4346,3800,0
360000,2,2,2,30,0,0,0,0,0,0,23900,0,0,150,205150,0,0,0,150,205000,0,0,0
200000,2,1,2,31,0,0,0,0,0,0,68244,65243,61590,47301,47232,25231,6018,2507,2011,4140,5072,500,0
200000,1,1,1,43,0,0,0,0,0,0,145901,144678,140804,136437,135253,134629,5216,5090,5014,5009,4844,5002,0
420000,1,1,1,32,1,0,0,0,0,0,8120,2205,-94,6300,1047,67631,1011,0,6394,1047,67643,2005,0
350000,2,1,2,32,0,0,0,0,0,0,24522,18876,5571,10978,9326,13255,18970,5594,11024,9317,13321,4019,0
350000,1,1,2,34,0,0,0,0,0,0,259524,213822,220211,225601,105586,111276,8432,9000,9500,10000,7000,10000,0
80000,1,2,2,24,1,2,2,2,0,0,178541,174189,183197,177641,149806,141706,0,11900,6500,6500,5800,6500,1
230000,2,1,2,25,0,0,0,0,0,0,32915,21726,12299,5860,0,0,4794,3116,5029,0,0,0,0
250000,1,1,2,32,0,0,0,0,0,0,55741,74048,29381,56372,34020,4575,74081,29403,56692,34055,4575,0,0
200000,2,3,1,67,0,0,0,0,0,0,187610,188072,166668,159513,150852,151996,10000,17014,15019,15000,15000,10000,0
200000,2,1,2,26,0,0,0,0,0,0,32938,25985,19496,16104,28666,18215,3000,1241,5000,16831,1000,1000,0
230000,2,3,1,41,0,0,0,0,0,0,34578,495,502,944,5814,965,495,502,950,5820,965,1028,0
150000,2,1,2,31,0,0,0,0,0,0,4847,4268,0,1193,-127,-127,4268,0,1193,0,0,1956,0
160000,1,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170000,1,2,1,46,0,0,0,0,0,0,94791,89330,88384,84456,69871,62012,4300,3314,3050,2600,2600,4860,1
400000,2,1,1,48,0,0,0,0,0,0,5880,18368,591,13654,45363,2640,18368,591,13662,45363,2640,28663,0
260000,1,1,2,26,0,0,0,0,0,0,250303,198350,189510,178738,182973,187233,7065,7054,6500,7000,7001,10000,0
230000,1,1,2,30,0,0,0,0,0,0,149545,136888,74555,45100,64387,45782,60000,20000,5000,30000,35000,90000,0
210000,2,1,2,31,0,0,0,0,0,0,12618,6313,16488,12900,20108,18378,6344,16560,13024,12541,7091,11414,0
220000,1,3,2,30,0,0,0,0,0,0,35258,17740,4698,5036,8269,3681,1066,4723,5051,8293,3692,3087,0
270000,1,1,2,32,0,0,0,0,0,0,0,0,1100,300,-200,-200,0,1100,300,0,0,0,0
310000,2,1,2,35,1,0,0,0,0,0,0,0,4488,4696,84522,86206,0,4488,264,80000,2950,3055,0
200000,2,1,1,47,1,2,2,0,0,0,4503,3350,-2209,-2209,-3607,1069,0,630,0,200,10000,2800,0
180000,2,1,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680000,1,1,2,37,0,0,0,0,0,0,18314,16088,17806,15498,13810,164969,2700,2400,600,400,161000,5800,0
320000,2,1,2,30,0,0,0,0,0,0,2419,3193,5127,6871,7751,8623,2000,2000,2000,1000,1000,1000,0
320000,1,1,2,57,0,0,0,0,0,0,234704,242324,241384,156047,153955,133407,11000,12000,7500,6200,4600,5000,0
270000,1,2,1,49,0,0,0,0,0,0,-173,-173,-173,-173,-173,-173,0,0,0,0,0,0,0
300000,2,2,1,34,0,0,0,0,0,0,86116,83724,80721,79939,58586,14570,3894,2783,3575,1605,1520,0,0
200000,1,1,2,36,0,0,0,0,0,0,396,396,396,396,396,396,396,396,396,396,396,396,0
220000,1,2,2,34,0,0,0,0,0,0,37304,33304,29254,24875,20329,15602,1600,1500,1100,1000,600,500,0
160000,1,2,2,37,0,0,0,0,0,0,140266,133372,129619,116388,114022,111743,5019,5000,4156,4500,4500,4000,0
10000,1,2,2,23,0,0,0,0,0,0,10078,8886,8815,9600,0,0,1300,1300,1000,0,0,0,0
260000,2,2,2,35,0,0,0,0,0,0,-7,-7,2493,2290,432,0,0,2507,2297,432,0,649,0
300000,2,1,1,43,0,0,0,0,0,0,21953,32905,14458,18061,8016,5768,32905,14458,18061,8016,5768,7229,0
320000,1,2,1,45,0,0,0,0,0,0,1471,5184,4144,6290,977,-23,5318,4160,6296,977,23,0,0
750000,2,1,2,28,1,0,0,0,0,0,9500,9655,401003,399493,400993,409483,250000,401003,7990,11000,417990,3080,0
200000,2,2,1,36,0,0,0,0,0,0,198807,200616,202228,198794,203070,161002,10700,8000,7500,8200,10000,29000,0
310000,1,1,2,29,2,0,0,0,0,0,45153,36123,26113,22661,20351,16639,2904,1500,1000,2000,1000,2000,1
220000,2,1,1,30,2,2,0,0,0,0,150682,139629,136020,115942,54611,42363,0,6824,2726,1239,2953,112742,0
230000,2,1,2,37,1,0,0,0,0,2,-152,-152,-152,-152,42668,130,0,0,0,42820,0,1000,0
360000,2,1,2,28,0,0,0,0,0,0,79161,81260,83055,85662,87458,86393,4000,4000,4000,4000,3300,5199,0
360000,2,2,1,54,0,0,0,0,0,0,277688,271867,272796,279597,253333,253737,10450,10414,11330,9081,9500,9000,0
340000,1,1,2,31,0,0,0,0,0,0,85292,66486,62918,53322,50180,57000,17241,16000,13322,10005,9081,9080,0
240000,2,2,1,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,1,2,2,59,0,0,0,0,0,0,86249,85764,83764,75088,69753,66574,5000,4214,4014,2500,3000,3000,0
500000,2,2,1,40,0,0,0,0,0,0,240927,18676,9390,-3772,282777,288937,1093,9429,3423,291227,9011,9030,0
200000,1,3,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230000,2,1,2,26,0,0,0,0,0,0,17532,13033,2688,2688,2688,6393,10000,2688,2688,2688,6393,6504,0
420000,2,2,1,34,0,0,0,0,0,0,49256,48264,45983,41494,41065,40666,4000,2650,1043,42000,40666,48424,0
300000,2,4,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210000,2,1,1,26,1,2,0,0,0,2,5589,2687,3746,5000,5618,3618,14,4062,5005,5618,0,1354,0
30000,2,2,1,26,0,0,0,0,0,0,-32,5588,1200,2444,2309,0,11208,1211,2444,2615,0,0,0
270000,1,3,1,47,0,0,0,0,0,0,165303,168837,172281,175705,179582,184650,6200,6254,6290,6710,8250,0,0
210000,1,1,1,42,0,0,0,0,0,0,1729,1262,6867,2271,1054,1197,1315,6867,2271,1054,1197,701,0
290000,1,2,1,43,0,0,2,0,0,0,172,1930,1752,3710,3848,4285,1930,0,2000,200,500,0,0
200000,2,2,2,33,0,0,0,0,0,0,1502,3806,0,4573,1242,0,3836,0,4573,1242,0,3239,0
460000,1,1,2,29,0,0,0,0,0,0,410033,385394,325663,324067,324749,327929,16088,13039,11127,11017,11110,11113,0
260000,1,2,2,28,0,0,0,0,0,0,251829,234867,237497,215343,205576,207688,10000,10500,9150,7500,8000,7500,0
500000,2,2,1,47,0,0,0,0,0,0,182516,104838,112662,66679,70090,73728,5000,10000,5000,5000,5000,5000,0
300000,2,1,2,45,0,0,0,0,0,0,122838,124057,125120,133997,118000,131067,10039,10048,20172,11034,20109,30428,0
240000,1,2,1,37,0,0,0,0,0,0,2208,5652,34351,22241,8472,500,5665,35000,8877,500,0,21257,0
480000,2,2,2,39,0,0,0,0,0,0,502904,481990,476680,402695,362128,347271,180000,17000,12638,12058,11101,9567,0
260000,2,2,2,28,0,0,0,0,0,0,154489,143383,132873,122528,111409,100032,6000,5000,5000,4000,3600,5005,0
170000,2,2,2,26,1,2,0,0,0,0,16237,15692,17120,17836,18396,18935,0,2000,1000,1000,1000,1000,0
290000,2,1,2,34,0,0,0,0,0,0,1915,6136,0,28642,4098,19024,6151,0,28642,0,19426,0,0
230000,2,3,1,31,0,0,0,0,0,0,184444,182933,178409,175091,171800,168476,7016,5500,5125,5031,4969,5071,0
500000,1,1,1,45,0,0,0,0,0,0,6197,4934,6783,11507,4883,5897,4969,6802,11523,14,5914,7622,0
300000,2,1,2,40,0,3,2,2,2,2,5130,4903,4679,6596,6344,9067,0,0,2000,0,3000,0,1
210000,2,2,1,37,0,0,0,0,0,0,2978,1798,379,768,2308,1026,1798,379,768,2308,1026,1208,0
360000,1,2,1,37,0,0,0,0,0,0,194836,134296,128307,61650,0,87754,5180,5564,2850,0,87754,3159,0
